"time","xS","xI","xV","xR","xC","xF","xJ","R_t","date"
822,69642.4311570177,394.880397979594,25241.6248719442,4721.0635730576,0.54779185705497,23462.8156035053,24.7475266391817,0.854206150873035,2022-04-02
823,69651.0849263904,389.06754296903,25239.1116810164,4720.73584962323,0.542464040773013,23496.2163708758,24.7881325609839,0.849303718657639,2022-04-03
824,69660.3789758953,383.151432925633,25236.6427854292,4719.82680574902,0.536977562046774,23528.9271596342,24.8281465815258,0.84435394836593,2022-04-04
825,69670.312032443,377.137397001352,25234.2192963653,4718.33127418948,0.53133328657439,23560.9432386287,24.8675584862272,0.839344296990359,2022-04-05
826,69680.8825724352,371.030469527446,25231.8423116997,4716.24464633684,0.525531895115965,23592.2600998269,24.9063585790152,0.834262886773877,2022-04-06
827,69692.0888667275,364.835432378995,25229.5129200033,4713.56278088938,0.51957391174059,23622.8734113558,24.9445375922675,0.829098439611154,2022-04-07
828,69703.9287107747,358.556892322359,25227.2321803312,4710.28221657086,0.513459804315958,23652.7793214536,24.9820869156059,0.82384009088975,2022-04-08
829,69716.3997844529,352.199273521193,25225.0011501434,4706.39979188152,0.507189933344241,23681.9740611782,25.0189982025936,0.818477482137329,2022-04-09
830,69729.4993791737,345.766889716217,25222.8208652014,4701.91286590778,0.500764651967033,23710.4542499152,25.0552636062996,0.813000590016378,2022-04-10
831,69743.2244413404,339.26397048683,25220.6923433193,4696.81924485279,0.494184328027652,23738.2168499424,25.0908757070358,0.807399702803732,2022-04-11
832,69757.5715516259,332.69469350467,25218.616583311,4691.11717155788,0.48744938132896,23765.2591918988,25.1258275056101,0.801665376472502,2022-04-12
833,69772.5369036652,326.063214247098,25216.5945638927,4684.80531819461,0.480560320669242,23791.5790008121,25.1601124197112,0.795788398106313,2022-04-13
834,69788.1162821948,319.373693404785,25214.6272425405,4677.88278185982,0.473517780860058,23817.1744226748,25.1937242831855,0.789759756193323,2022-04-14
835,69804.30504069,312.630322178162,25212.7155543017,4670.34908283015,0.466322559889828,23842.0440515446,25.2266573479849,0.783570617441265,2022-04-15
836,69821.0980785666,305.837345620291,25210.8604105616,4662.2041652515,0.458975656355985,23866.1869571228,25.2589062885824,0.777212309837358,2022-04-16
837,69838.4898180312,298.999084148504,25209.062697765,4653.44840005522,0.45147830724603,23889.6027127442,25.2904662086671,0.77067631174949,2022-04-17
838,69856.4741806872,292.1199533137,25207.3232760944,4644.08258990454,0.443832026103314,23912.291423689,25.321332649941,0.763954246927671,2022-04-18
839,69875.0445640247,285.204481884262,25205.6429781067,4634.10797598421,0.436038641566092,23934.2537557019,25.3515016028463,0.757037885318232,2022-04-19
